Código,NOMBRE DE LUGAR POBLADO,C1,C2
70605007,LA LLEGADA DEL TABANO,2,0
70605008,LAS HERRERITAS,1,2
70605009,EL LIMONCITO,16,15
70605010,LOS MACANITOS,4,2
70605011,LOS MALAGUETOS,2,0
70605012,PARITILLA,403,587
70605013,QUEBRADA EL POTRERO,3,4
70605014,SAN ANTONIO,28,23
70605015,LA VACA (P),1,0
70605017,EL NONECO,3,4
70605018,FINCA PARITILLA,5,4
70605019,LOS ALGODONES (P),1,0
70605020,LA LOMA,1,0
70605022,CORDILLERITA,1,0
70701003,CHARA,7,29
70701005,EL GUÁSIMO,53,103
70701007,BÚCARO,229,373
70701008,RÍO VIEJO DE LOS RODRÍGUEZ (P),5,4
70701011,TONOSÍ,683,1444
70701012,RÍO VIEJO ABAJO O CHARA ABAJO (P),18,26
70701013,BELLA VISTA,1,2
70701014,CAMINO DE BÚCARO (P),5,11
70701015,EL PITAL,9,6
70701017,LA BERNARDINA,21,38
70701019,LAS MINITAS (P),24,45
70701020,PUERTO PIÑA,6,0
70701021,LOMA DEL MACHO (P),1,0
70701022,EL BEBEDERO (P),8,13
70701023,LA PALMA No.1 (P),1,0
70701024,LOS NARANJOS (P),2,1
70701025,OCHO PASOS (P),38,74
70701026,RÍO VIEJO DE LOS VALDÉS (P),1,0
70701027,LAS PALMITAS,7,1
70701028,LA ISLITA,1,0
70702001,ALTOS DE GÜERA,11,6
70702003,BAJO BONITO,28,45
70702004,BAJOS DE GÜERA (P),2,2
70702005,EL BAJO DE LA PINTADA,4,0
70702006,BOCA DE QUEMA,78,151
70702007,BOCA DE TORO,2,0
70702009,EL CARRIÓN,2,2
70702010,ESPAVEITO,41,51
70702013,LOS CARACUCHOS,1,0
70702016,LOS PLANES,3,0
70702017,LOS ZATRALES,26,34
70702018,MANO DE PIEDRA,4,3
70702019,MARROQUÍN,5,0
70702020,PASO HONDO (P),3,9
70702021,AGUAS CLARAS,6,0
70702022,QUEBRADA DE QUEMA ARRIBA,13,5
70702023,RÍO QUEMA,85,187
70702024,SALAMÍN,2,3
70703001,AGUA BUENA (P),52,90
70703002,BELLA VISTA,21,5
70703003,LA SAÍNA (P),20,11
70703004,CAÑA BRAVA,9,14
70703005,CAÑAS,212,327
70703006,EL CEDRO DE AGUA BUENA (P),6,10
70703007,EL CIGÜA (P),25,41
70703009,EL PARADERO,4,2
70703012,LA MINA,7,13
70703014,LA RAIZOSA,13,23
70703015,LA COLORADA,10,14
70703017,EL MADROÑO (P),7,9
70703018,OJO DE AGUA,57,107
70703019,AGUA DE LA LOMA,10,4
70703020,PUEBLO NUEVO,14,20
70703022,PEÑA VISTA,3,0
70703024,RÍO ARRIBA O EL CHICHICOSO,1,0
70703026,BUENA VISTA,4,5
70703027,ALTOS DEL CAIMITO,2,0
70703028,CIGÜA ARRIBA,7,5
70703029,LA LOMA,8,2
70703030,LA VIGÍA,1,1
70704004,BUENOS AIRES,115,183
70704006,EL BEBEDERO (P),194,361
70704008,EL JACINTAL O NUARIO,3,2
70704013,LA BONITA,73,131
70704014,LA CACICA,73,145
70704016,LA COROCITA,70,150
70704017,LA COROTÚA,31,37
70704018,LA CULEBRA,7,9
70704019,LA JOBA,1,1
70704022,LA PALMA,27,53
70704025,HACIENDA LA BARRERA,1,1
70704026,LA ZAHUMERIA,2,2
70704027,LAS MINITAS (P),19,36
70704028,LOMA DE BAJO LIMPIO (P),2,4
70704031,OCHO PASOS (P),4,9
70704032,PASO REAL,7,10
70704033,RÍO VIEJO DE LOS VALDÉS (P),9,19
70704034,RÍO VIEJO DE PERINA,56,108
70704037,MONTEVIDEO O AGUAS AZULES,8,14
70704038,LOS BIJAGUALES,11,17
70704039,CABECERA COLORADILLA,1,2
70704041,COROCITA ARRIBA,3,3
70704045,EL CARBÓN (P),1,0
70705001,AGUA BUENA (P),49,72
70705003,EL CACAO,129,268
70705004,EL LIMÓN,1,0
70705005,EL MANZANO,2,0
70705006,LA BONITA DE FLORES,10,4
70705007,EL CATALINO,1,0
70705009,LAS HUERTAS,12,13
70705011,EL BIJAGUAL O LOS BIJAGUALES,4,0
70705012,EL CRUCE,85,163
70705013,LOS NARANJOS,8,20
70705014,EL PITAL,1,0
70705015,JOAQUÍN ABAJO (P),32,54
70705017,RÍO VIEJO DE LOS RODRÍGUEZ (P),17,25
70705018,RÍO VIEJO DEL SOLAR,167,346
70705020,RÍO VIEJO DE LOS VALDÉS (P),3,4
70705022,RÍO VIEJO ABAJO O CHARA ABAJO (P),1,0
70705023,EL GUÁBILO,1,0
70705024,LA BONITA DE LAS PALMITAS,2,1
70706001,AGUA CALIENTE (P),4,3
70706002,EL CORTEZO ABAJO,4,3
70706004,EL CORTEZO,134,264
70706006,EL QUIRA,13,24
70706008,LA PINTADA,86,135
70706009,LA PINTADITA,40,53
70706011,LA PROVINCIA O PROVINCIA,12,0
70706013,LAS VIDAS,12,20
70706014,LOS AROMOS,8,13
70706015,LOS CHIQUEROS,6,2
70706016,MAQUENCAL O LOS MAQUENCALES,4,0
70706019,AGUAS TIBIAS,4,1
70706021,LA ANGUILLA,4,2
70706022,EL COPIHUA,6,0
70706023,EL SUAY (P),2,0
70706024,GUANIQUITO ARRIBA (P),4,6
70706026,BARRO PRIETO,1,0
70706027,EL MACHO,3,0
70706029,EL SILENCIO,3,0
70706030,BAJO GRANDE,9,18
70706031,EL PILÓN,1,0
70706032,LAS LOMAS,4,0
70706033,RÍO MARROQUÍN,2,0
70707001,COIBA,3,5
70707002,DESEMBOCADURA DE QUEBRADA PRIETA,3,0
70707004,EL ESPAVÉ,30,40
70707006,FLORES,198,388
70707008,JOAQUÍN,30,38
70707012,LA NISPEROSA,2,0
70707013,LA PALMOSA,5,2
70707014,LA PRIETA,4,0
70707016,LAS TOTUMITAS (P),6,0
70707018,LA ISLA,12,13
70707019,TRES QUEBRADAS,9,0
70707020,LOS CABIMOS,7,16
70707021,MONTOSO,2,5
70707023,OLIVITA,3,0
70707024,OLIVITA ABAJO,4,10
70707025,OLIVITA ARRIBA,7,9
70707027,JOAQUÍN ARRIBA,5,2
70707028,LOMA GRANDE,8,7
70707029,JOAQUÍN ABAJO (P),2,3
70708001,AVE MARÍA,88,104
70708004,CAMBUTALITO,2,2
70708009,GUÁNICO ABAJO,223,304
70708011,JOBERO,93,120
70708014,LA LIBORIA,15,20
70708015,LA PALMA,2,3
70708017,LA ZAPOTOSA,41,79
70708020,OSTIONAL,5,3
70708024,GUÁNICO ARRIBA,104,148
70708025,LA ARENOSA,12,1
70708026,CAÑA BLANCAL,16,23
70708028,LOS NARANJOS (P),2,0
70708029,LAS MARÍAS,5,0
70708030,LOMA DEL MACHO (P),10,15
70708031,EL CARBÓN (P),2,0
70708032,FINCA EL JOBO,1,2
70708033,JOBERITO,2,0
70708034,LA PAVITA,1,0
70708035,CAMINO DE BÚCARO (P),1,0
70708036,LA PALMA No.1 (P),2,3
70708037,LA MARINERA,2,0
70709002,AGUA CALIENTE (P),30,52
70709003,BARRANCÓN,16,27
70709005,EL CASTILLO,1,0
70709007,EL GUAYABO,13,9
70709009,EL SUAY (P),1,0
70709011,LA CALIZA DE AZUERO,2,0
70709013,GUANIQUITO ARRIBA (P),51,83
70709014,GÜERA,82,175
70709016,LA LLANA,29,49
70709017,LA TRONOSA,44,66
70709018,LOMA DE BAJO LIMPIO (P),1,0
70709020,PLAN BONITO,13,10
70709022,QUEBRADA LA MIELITA,7,5
70709023,QUEBRADA LIMÓN ARRIBA,1,0
70709024,QUEBRADA LLANA ARRIBA,3,0
70709025,LA REDONDA,3,0
70709026,MAQUENCAL,1,0
70709027,LA TRONOSITA,1,0
70710001,CAMBUTAL,201,391
70710002,CABECERA DE QUEBRADA GRANDE,2,0
70710003,EL COGOLLO,32,47
70710004,HORCONES,10,8
70710005,HORCONES ARRIBA,11,2
70710006,LA CUCHILLA,15,13
70710007,LOS BUZOS,85,79
70710008,PEDREGAL,8,1
70710009,PEDREGAL ARRIBA,7,0
70710010,PEDREGALITO,8,0
70710011,PORTOBELO,4,2
70710012,PUNTA BLANCA,10,3
70710013,SALAMÍN,8,21
70710014,LA BAJÍA,8,2
70710015,LA PIPA,7,3
70710016,MORRO DE PUERCO,3,0
70710017,PIEDRA CARETA,5,3
70710018,EL DIMA,1,0
70711001,AGUA BUENA (P),8,10
70711002,EL BANCO,14,11
70711003,EL CEDRO DE AGUA BUENA (P),3,2
70711004,EL CIGÜA (P),5,15
70711005,ISLA DE CAÑAS,186,304
70711006,LOS TRABAJADEROS O PUNTA CAÑA,3,0
70711007,VENANCIO,14,16
70711008,LA ALBINA,8,3
80201002,CASAYA,33,36
80201010,MARTÍN PÉREZ AFUERA,3,0
80201011,MEDINA,1,0
80201020,SAN MIGUEL,551,698
80201024,PLAYA SANTANA,1,0
80201026,RANCHO GRANDE,3,2
80201028,SIRENA,2,1
80201030,VIVEROS,16,1
80202003,LA ENSENADA,34,55
80203003,LA ESMERALDA,246,556
80203009,PLAYA GORGONA,5,14
80204005,LA GUINEA,69,42
80205003,PEDRO GONZÁLEZ,187,286
80205004,BARRIO LA PISTA,1,0
80205007,CUATRO CAMINOS,1,0
80205008,ISLA SAN JOSÉ,3,0
80205009,PEARL ISLAND,38,1
80206001,CONTADORA,234,37
80206002,SABOGA,234,256
80206003,ISLA PACHECA,3,2
80206004,CHAPERA,1,0
80206005,EL ATOLÓN,1,0
80206006,EL ENCANTO BAY,13,2
80501006,ASENTAMIENTO SUPERACIÓN CAMPESINA,92,210
80501011,UNIÓN DE AZUERO,625,1439
80501012,SEIS REALES,22,37
80501013,CUARENTA BOLLOS (P),6,6
80501015,LAS LAJITAS (P),6,8
80501016,CHEPO,6609,16974
80501017,CHICHEBRE,744,2141
80501018,ALTOS DEL BAYANO,9,12
80501022,EL TIGRE ARRIBA (P),8,38
80501023,ESCOBAL,6,9
80501024,ESPAVÉ,53,67
80501026,MALAMBO,10,8
80501027,GUARUMAL,9,21
80501028,VIEJO JESÚS MARÍA,7,6
80501029,JUAN BAÑÓN,24,33
80501031,COQUIRA,11,26
80501034,LA PITA,1,0
80501036,LA VETA,4,2
80501038,GARRAPATA (P),7,15
80501039,LIMONADA ABAJO,26,70
80501051,NARANJAL,339,779
80501055,PLATANARES (P),1,3
80501056,PUEBLO NUEVO,6,6
80501060,SAN ANTONIO,3,0
80501062,SAN ISIDRO,22,20
80501063,SAN JOAQUÍN,5,8
80501064,SAN JUDAS,7,7
80501067,SANTA CRUZ,2,0
80501068,TAPAGRA,13,16
80501069,TRANQUILLA,3,1
80501074,UNIÓN TABLEÑA,25,14
80501076,CALOBRE PIEDRA (P),2,2
80501077,CALOBRE ARRIBA (P),4,8
80501078,CULEBRA AFUERA,19,35
80501079,CULEBRA ADENTRO,3,1
80501080,TRAPICHE ABAJO,26,27
80501081,TRAPICHE ARRIBA,32,49
80501083,TIERRA PROMETIDA,353,499
80501084,UNIÓN PALMEÑA (P),9,9
80501085,CALOBRE ABAJO (P),24,66
80501090,QUEBRADA AGUACATE,4,5
80501093,CABECERA DE CULEBRA,4,7
80501094,DOS BRAZOS,8,19
80501095,DUERMISOLO O ESCOBAL,20,10
80501097,EL TIGRE ABAJO (P),11,15
80501098,FINCA LAS COLINAS,4,26
80501100,LOMA COLORADA,1,0
80501101,PUERTO MELO O VÍA MELO,265,618
80501102,VÍA PANAMERICANA,4,4
80501103,ALTO DEL LAGO,32,18
80501104,ALTOS DE LA GLORIA,14,5
80501105,ALTOS DE TANARA,110,314
80501106,ALTOS DE ESPAVÉ,54,208
80501107,BARRIADA SANTA EDUVIGES,380,974
80501108,BOLLO ADENTRO,3,1
80501109,BONETE (P),6,17
80501110,BRISAS DEL NARANJAL,186,574
80501111,CERRILLO O PARAGÜITO (P),2,0
80501112,CERRO SAN FRANCISCO,2,0
80501113,COLINAS DEL NARANJAL,66,171
80501115,ESPAVÉ No.2,56,176
80501116,FINCA ITACA,1,0
80501117,LIMONADA ARRIBA,21,47
80501118,NUEVO JESÚS MARÍA,31,11
80501119,RESIDENCIAL TANARA,404,1519
80501121,SAN JUAN DE DIOS,429,1114
80501123,TANARA,13,23
80501124,BARRIADA MICROPRODUCTORES DE TANARA,164,311
80501126,QUINTAS DE TANARA,499,540
80501127,VILLAS DE TANARA,319,936
80501128,CIUDAD BRISAS DE TANARA,120,0
80501129,BOSQUES DE TANARA,53,1
80501130,LA BENDICIÓN DE TANARA,251,876
80501131,ALTO DE CERRO CARBUNCO,11,12
80501132,ALTO DEL NANCE (P),12,5
80501134,ALTOS DE CHICHEBRE,180,448
80501135,BRISAS DE BAJO CHICHEBRE,151,420
80501136,URBANIZACIÓN LA FLORESTA,463,445
80501137,VALLE PRÓSPERO,80,96
80501138,VILLA CHINA,176,317
80501139,VILLA YAZMÍN,444,770
80501140,VILLA MONTE,369,668
80501141,PRADERAS DEL VALLE,107,28
80501142,CERRO CARBUNCO,20,4
80502002,BUENOS AIRES,76,112
80502003,CAÑITA,223,549
80502006,FLOR DE LAGUNA,110,311
80502007,JENENÉ,74,174
80502010,QUEBRADA DEL MEDIO,3,8
80502013,RÍO PAJA,64,121
80502014,RÍO PIEDRA,172,356
80502016,ROMPE OLAS,6,3
80502017,VIEJO PEDRO O AKUASIBUDIAN (P),12,24
80502018,EL CEIBO,11,17
80502020,LAS MAÑANITAS,1,0
80502022,SAN FRANCISCO,12,8
80502024,LA FLORIDA,56,103
80502025,QUEBRADA CHICHO,7,4
80502026,CAMPO ALEGRE,3,3
80502027,CABECERA DEL RÍO PAJA,8,5
80502028,NUEVO MUNDO,14,4
80502029,TAGUA,5,10
80502030,BAJERÍA,4,0
80502034,CHULUNGANTÍ,6,4
80502035,ALTO DEL CICLO,40,106
80502036,BARRIADA 20 DE DICIEMBRE,110,314
80502037,BARRIADA NUEVO HORIZONTE,91,244
80502038,BRAZOS,9,11
80502039,BRAZOS DE PLAYITA,12,8
80502040,CERILLOS,7,2
80502041,GUAYABAL,22,10
80502042,LOS GUAYACANES,20,49
80502043,PLAYITA,4,1
80502045,RESIDENCIAL CAÑITA,60,200
80502046,EL SILENCIO (P),1,3
80503001,CHEPILLO,127,195
80504003,BEJUCO REAL,18,20
80504010,CALOBRE CIÉNEGA ARRIBA,6,10
80504011,ALTOS DEL NARANJO O CANCHIGÜA,10,21
80504015,BEJUCO REAL ARRIBA,2,3
80504016,CUARENTA BOLLOS (P),5,11
80504017,CHIMBORAZO,3,2
80504018,DON DIEGO O SAN JUDAS TADEO,11,26
80504020,EL LLANO,86,147
80504021,FLOR BONITA,8,9
80504026,ISLA PATO,11,20
80504028,JUAN PELÓN U HONDURA,3,1
80504030,LA LOMA,25,48
80504031,LA PALMA,15,33
80504038,LOMA DEL NARANJO,122,238
80504040,LOS RIZOS,3,0
80504042,EL CRUCE DE MAJECITO,2,7
80504043,MAJECITO ARRIBA,6,6
80504044,MAULERO,3,0
80504051,PLATANARES (P),62,149
80504054,PUEBLO NUEVO No.1,4,11
80504066,RÍO POLÍN,53,109
80504068,TIGRÓN,13,58
80504071,SAN AGUSTÍN O CANCHIGÜA,19,35
80504073,SAN FELIPE,2,0
80504074,TERABLE ARRIBA,17,14
80504076,TERABLE O LA PUENTE,10,13
80504081,UNI,10,39
80504082,UNICITO,90,226
80504083,VILLA RICA,5,2
80504085,ZANJA DE MACHO,9,7
80504087,CUARENTA BOLLOS ADENTRO,3,4
80504092,BAJO BONITO,6,17
80504093,SOLEDAD,4,2
80504095,CALOBRE ARRIBA (P),2,3
80504097,TARDECITA ALEGRE,1,2
80504099,CALOBRE PIEDRA (P),9,9
80504100,LAS LAJITAS (P),12,19
80504102,MEMBRILLAL O MEMBRILLAL ARRIBA,2,1
80504104,EL CEDRO O EL CEIBO,27,54
80504105,AGUA BUENA No.1,26,29
80504120,LA GALLOTA,1,0
80504123,POLÍN ARRIBA,3,0
80504125,CALOBRE ABAJO (P),2,0
80504126,BOLAÑOS,2,1
80504128,CALOBRE CIÉNEGA ABAJO,7,10
80504131,LOS PLANES,25,49
80504134,ISLA IRHE O ISLA GUAYABO,52,60
80504137,NUEVA YORK,6,17
80504162,TRES QUEBRADAS,74,132
80504173,VALLE RICO O VALLERRIQUITO,8,14
80504174,RÍO TIGRE O RÍO TIGRE ABAJO,6,10
80504175,RÍO TIGRE ARRIBA,18,30
80504176,RÍO PLAYITA O RÍO PAVITA,53,67
80504177,VISTA ALEGRE,7,12
80504191,PALO SECO O LA PISTA,166,344
80504195,LLANO CARTÍ (P),33,43
80504200,QUEBRADA BONITA,7,6
80504204,PUEBLO NUEVO No.2,59,132
80504205,BUENA VISTA,13,19
80504206,PALMAS BELLAS,5,7
80504207,LA NICORA,97,213
80504211,BETEL,38,90
80504212,CABECERA DE RÍO PAVA (P),11,10
80504214,LOS MANGELES,3,0
80504215,PIEDRAS BLANCAS,6,3
80504217,RÍO SECO No.3,4,5
80504221,EL GORGAS,82,54
80504223,PLAN BONITO,2,4
80504225,URBANIZACIÓN ALTOS DE EL LLANO,202,564
80504226,MONGORA TORRÓ,5,6
80504227,EL SILENCIO (P),9,3
80504228,LAS PRADERAS DE LLANO CARTÍ,5,2
80505001,LAS MARGARITAS,2169,5128
80505002,CERRILLO O PARAGÜITO (P),12,5
80505004,GASPAR SABANA,15,6
80505005,EL SALTO O LOS SALTOS,1,1
80505006,CHARARÉ,51,106
80505007,GARRAPATA (P),4,0
80505010,RÍO INDIO,7,3
80505014,CORPUS CHRISTI ABAJO,13,3
80505015,CORPUS CHRISTI ARRIBA,26,48
80505017,RÍO BONITO,19,8
80505018,LA MILAGROSA,2,0
80505019,MAMONÍ ABAJO,7,21
80505020,MAMONÍ ARRIBA,54,113
80505022,LA ZAHÍNA,37,71
80505023,SAN LÁZARO (P),11,15
80505026,CAMARÓN,20,10
80505027,BONETE (P),9,15
80505028,UNIÓN SANTEÑA,19,18
80505029,LA TRONOSA,6,13
80505031,SAN JOSÉ DE MADROÑO,13,18
80505032,REAL DEL GATO,24,16
80505033,EL VALLE DE MADROÑO,22,14
80505035,LOS NARANJOS,7,0
80505037,EL GUABO O LOS GUABOS,2,1
80505038,LA ESCANDALOSA,5,0
80505040,EL MADROÑO,13,6
80505042,CARACOL,10,14
80505043,EL TECAL,3,4
80505045,QUEBRADA BONITA,5,1
80506003,TORÍN,77,163
80506004,EL TIGRE ABAJO (P),28,73
80506005,ENSENADA RICA,21,63
80506011,TRANCA,16,40
80506015,MANUEL ANTONIO,6,14
80506021,CHININA ABAJO O PUEBLO NUEVO,70,108
80506024,SANTA FE,19,30
80506026,SORIANO,1,1
80506030,COROZAL,2,0
80506031,MARCHENA ABAJO,15,19
80506032,BARBUDERA,5,3
80506033,QUEBRADA FÉLIX,12,29
80506034,LA LAJOSA,2,2
80506035,MARCHENA ARRIBA,7,10
80506036,PLAYA MARTÍN O PLAYA MARTÍNEZ,7,10
80506038,LAGARTO,47,79
80506039,LAGARTO ARRIBA,12,7
80506041,MANUEL SANTOS,20,47
80506042,ENSENADA RICA ARRIBA,9,15
80506043,ENSENADA RICA ABAJO,11,27
80506044,RÍO NAZARENO ABAJO,15,31
80506045,PÁSIGA ARRIBA,12,21
80506046,UNIÓN HERRERANA,28,64
80506047,RÍO NAZARENO ARRIBA,6,6
80506050,BAJO BONITO,5,11
80506051,SANTA ANA O LOS VEGAS,8,11
80506054,EL VALLE DE LA UNIÓN,11,38
80506055,LA PITOZA,3,3
80506058,QUEBRADA SECA No.1,4,10
80506059,LA COQUERA O EL CERRO,2,2
80506060,SABANETA,1,0
80506062,TRES BRAZOS,1,1
80506063,BAJO LIMPIO,3,10
80506064,RÍO NAZARENO O LA PLACITA,16,40
80506066,EL JAGÜITO (P),6,3
80506067,POTRERILLOS,4,7
80506068,QUEBRADA LA PITA,6,21
80506069,UNIÓN PALMEÑA (P),1,0
80506070,MARTINAMBO ARRIBA,11,21
80506071,MARTINAMBO MEDIO,15,24
80506072,MARTINAMBO ABAJO,29,50
80506073,SAN JOSÉ,12,25
80506074,QUEBRADA EL MACHO,4,6
80506077,RÍO SERENO ARRIBA,8,21
80506081,DOS BOCAS,6,13
80506082,EL TIGRE ARRIBA (P),11,17
80506083,LA COCINERA,4,3
80506084,RÍO ZAÍNO O PATIO BONITO,1,1
80506085,QUEBRADA SECA ABAJO,4,0
80506086,HUERTA JUAN GARCIANO,1,0
80507001,AGUAS CLARAS O KIKAGANDI,137,1054
80507002,AKUAYALA O PUENTE BAYANO,84,532
80507003,CAÑAZAS O NARGANDI,25,208
80507004,CURTÍ (P),41,95
80507006,IPETÍ KUNA O IBEGADI,160,1244
80507008,PINTUPU O IGUAYALA,42,415
80507009,PIRIA O BIRIA,108,826
80507010,PUERTO LIMÓN O NARASGANDI,68,573
80507011,RÍO PIRAGUA O DABARDI,1,0
80507012,RÍO CAÑAZAS O AKANWILA,15,62
80507013,RÍO DIABLO O AIDIRGANDI,44,341
80507015,RÍO RUBÉN O QUIDMORGANDI (P),30,125
80507016,RÍO SÁBALO O KUINUBDI,29,220
80507018,DIWARSICUA  O CHICULA CHICULA,25,164
80507019,WACUCO O DIANWARDUMAD (P),249,639
80507033,NACA U OGOBNAWILA,41,363
80507034,WAGANDÍ,40,199
80507035,VIEJO PEDRO O AKUASIBUDIAN (P),4,4
80507036,ISLA GAVILANA O IBESUID,34,274
80507037,LOMA BONITA ABAJO O LOS BAJOS,37,51
80507038,RÍO PIRAGUA O ARGUIDI O TABARDÍ,31,172
80507039,USNUNDI O KAPANDI,6,49
80507041,LA TROCHA DE TORTÍ ABAJO,18,21
80507042,ASENTAMIENTO CAMPESINO EL MILAGRO,8,16
80508001,AGUA BUENA,4,8
80508002,AGUA FRÍA,65,100
80508003,AGUA FRÍA No.1 (P),42,88
80508004,AGUAS AZULES,6,8
80508005,ALCATRIZ,19,49
80508006,AMBROYA,40,93
80508008,BOCA DE MAJÉ,14,19
80508009,BRAZO DE PIRIATÍ,24,81
80508010,CABECERA DE RÍO PAVA (P),9,13
80508011,CAÑAZAS,301,603
80508012,CATRIGANDÍ,161,395
80508013,CERRO PLANO (P),7,21
80508014,CLARITA (P),1,4
80508016,COLONIA SANTEÑA,33,67
80508017,CURTÍ (P),85,253
80508018,CURTICITO,15,63
80508019,CHARCO RICO,31,38
80508022,GUÁGARA,126,306
80508023,HIGUERONAL,176,384
80508024,HIGUERONAL ARRIBA O CABECERA DE HIGUERONAL,67,157
80508025,HIGUERONAL CENTRO,60,118
80508026,HOMENAJE,12,30
80508027,HUECO FRÍO,5,1
80508028,IBIR O QUEBRADA IBIR,28,56
80508029,IPETÍ ARRIBA O PEÑA BLANCA,27,47
80508030,IPETÍ COLONO,157,343
80508031,IPETÍ CHOCÓ O IPETÍ EMBERÁ,159,540
80508032,LA OCHO,27,57
80508033,LA ZUMBONA,5,7
80508034,LOMA BONITA,126,293
80508035,NUEVO TONOSÍ (P),28,60
80508036,PALMAS BELLAS,154,332
80508037,PALMITA,16,14
80508038,PARTÍ O RÍO PARTÍ,42,123
80508039,PARTÍ ARRIBA,7,2
80508040,PEÑAS BLANCAS,21,34
80508041,PIGANDÍ ARRIBA (P),8,18
80508042,PIGANDICITO,94,197
80508043,PIRIATÍ O PIRIATÍ EMBERÁ,209,715
80508044,PIRIATÍ ARRIBA,3,16
80508045,PLAYA CHUZO,119,279
80508047,QUEBRADA CALI,69,169
80508048,QUEBRADA DE PIEDRA,62,133
80508049,QUEBRADA DEL MACHO,21,40
80508050,QUEBRADA GRANDE,4,12
80508051,QUEBRADA GRANDE ARRIBA (P),2,3
80508052,QUEBRADA LA PALMA,48,128
80508054,QUEBRADA VENADO,12,21
80508055,QUIJADA DE LOS PUERCOS O LAS COLINAS,10,10
80508056,RENACIMIENTO,11,37
80508057,RÍO MAJÉ O MAJÉ CORDILLERA,56,145
80508058,RÍO NUEVO,32,22
80508060,RÍO PIEDRA,1,0
80508061,RÍO RUBÉN O QUIDMORGANDI (P),62,125
80508063,RÍO SECO ARRIBA No.1,10,4
80508065,RÍO SECO No.1,6,8
80508067,RÍO SERENO No.2,24,11
80508068,SAN JOSÉ DE LOMA BONITA,76,130
80508069,SANTA CRUZ (P),11,14
80508070,SANTA LIBRADA,14,22
80508071,SEGUNDO BRAZO DE PIRIATÍ,8,5
80508072,TORTÍ,841,1877
80508073,TORTÍ ABAJO,168,345
80508074,TORTÍ ARRIBA O SAN JOSÉ,51,85
80508075,VILLA DEL CARMEN O LA PLAYITA,56,124
80508076,WACUCO O DIANWARDUMAD(P),131,294
80508077,EL DESIERTO,7,12
80508078,PIGANDÍ GRANDE,22,45
80508079,PIRIATÍ COLONO,27,49
80508080,RÍO CUCUYAL,8,4
80508081,RÍO NILO,7,9
80508083,RÍO SERENO,5,5
80508084,SAN FRANCISCO PIRIATÍ,60,152
80508085,UNIÓN EMBERÁ,11,34
80508086,CUEVA DEL ZORRO,4,9
80508087,EL VALLE DE MAJÉ,21,33
80508088,PEDREGOSO,25,34
80508089,QUEBRADA FRÍA,24,17
80508090,QUEBRADA LAJA,14,18
80508091,RÍO INDIO,9,9
80508092,URTÍ,27,66
80508093,CATRIGANDÍ ARRIBA,15,14
80508094,CERRO VIGÍA O TRES HUECOS,5,5
80508095,CURTICITO ARRIBA,10,10
80508096,HUECO FRÍO NO.1,6,8
80508097,NAZARENO,6,5
80508098,QUEBRADA VERDE,11,53
80601004,CHARCO MERO,2,9
80601005,CHIMÁN,123,234
80601007,FRANCISCO RUÍZ (P),5,2
80601017,PLAYA COLORADA,3,1
80601023,MAJÉ O BARRIADA BUENOS AIRES,122,540
80601036,LICENCIADO,7,10
80601045,MAJAGUAL,5,5
80601046,MIRAMAR O CERRO HUMO,66,168
80601048,AGUADILLA,5,9
80601049,SANTA RITA,4,4
80601050,SAN JOSÉ,1,3
80601052,CERRO PLANO (P),10,28
80602001,BRUJAS,83,77
80602002,PILONES,14,30
80602006,SAN BUENAVENTURA,46,96
80602009,TRINIDAD,50,115
80602011,MARCO O RÍO MARCO,47,121
80602013,UNIÓN VERAGÜENSE O COLONIA VERAGÜENSE,18,30
80602017,PEDRO LAURIANO,4,7
80602019,RÍO JESÚS,6,8
80602020,EL TOTUMO,26,43
80602021,TRINIDACITO,35,75
80602022,LA ESPIGADILLA,3,3
80602023,MORENO O VILLARREAL,6,9
80602024,PLAYA MARCO,2,0
80603001,GONZÁLO VÁSQUEZ,67,69
80603002,PLAYA BLANCA,6,2
80603007,LA PUNTA O PUEBLO NUEVO,32,112
80603008,UNIÓN OCUEÑA,6,22
80603009,PLAYA COLORADA O BOCA DE JESÚS,1,1
80603010,EL TOTUMO,11,1
80604001,CABECERA DE LA PITA,2,6
80604002,EL PEDREGOSO,4,9
80604003,EL PEDREGOSO ARRIBA,1,1
80604004,EL JAGÜITO (P),12,33
80604006,LA MAESTRA,12,23
80604007,LA MAESTRA ARRIBA,15,10
80604008,LA PITA,2,3
80604009,MIRAFLORES,2,1
80604010,OQUENDO,20,47
80604011,PÁSIGA,31,91
80604013,QUEBRADA DEL MEDIO,3,1
80604014,RÍO LAS MINAS,25,72
80604015,RÍO PLATANARES,37,142
80604016,CABECERA DE LA MINA,9,18
80604017,QUEBRADA DEL MEDIO ARRIBA,2,2
80605004,COROTÚ O COROTÚ ABAJO,7,1
80605005,EL HATO,72,154
80605007,FRANCISCO RUÍZ (P),7,7
80605008,GUAGARAL,3,1
80605009,PEÑA BLANCA O LA MATITA,12,0
80605012,RÍO HONDO,66,251
80605013,RÍO LA GIRA,5,0
80605014,UNIÓN SANTEÑA,200,412
80605015,UNIÓN SANTEÑA ARRIBA,9,1
80605017,EL PAVO,4,0
80605018,LA PALMITA,3,0
80605020,UNIÓN SANTEÑA ABAJO,4,2
80605021,LAS LOMAS,10,9
80605022,QUEBRADA GRANDE NO.2,10,11
